department,institution,ancmNo,ancmDate,period,title,link,bsnsTitle#1,bsnsTitle#2,bsnsTitle#3,bsnsTitle#4,bsnsTitle#5,bsnsTitle#6,bsnsTitle#7,bsnsTitle#8,bsnsTitle#9,bsnsTitle#10,bsnsTitle#11,bsnsTitle#12,bsnsTitle#13,bsnsTitle#14,bsnsTitle#15,bsnsTitle#16,bsnsTitle#17,bsnsTitle#18,bsnsTitle#19,bsnsTitle#20,bsnsTitle#21,bsnsTitle#22,bsnsTitle#23,bsnsTitle#24,bsnsTitle#25,bsnsTitle#26,bsnsTitle#27,bsnsTitle#28,bsnsTitle#29,bsnsTitle#30,bsnsTitle#31,bsnsTitle#32,bsnsTitle#33,bsnsTitle#34,bsnsTitle#35,bsnsTitle#36,bsnsTitle#37,bsnsTitle#38,bsnsTitle#39,bsnsTitle#40
과학기술정보통신부,한국연구재단,과학기술정보통신부 공고 제2024 -73호,2024-01-31,2024-01-31 ~ 2024-03-05,2024년도 양자컴퓨팅 기반 양자이득 도전연구 사업 공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=004072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
행정안전부,한국산업기술기획평가원,행정안전부 제2024-188호,2024-02-01,2024-02-06 ~ 2024-03-12,2024년도 재난안전산업 진흥시설 조성지원 사업(R&amp;D) 기반조성 분야 신규과제 공모,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=004073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,정보통신기획평가원,과학기술정보통신부 공고 제2024-0386호,2024-04-05,2024-05-01 ~ 2024-05-14,2024년도 글로벌데이터융합리더양성 신규과제 선정 공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=004074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,정보통신기획평가원,과학기술정보통신부 공고 제2024-0168호,2024-02-21,2024-04-15 ~ 2024-05-13,(연장공고) 2024년 제3차 디지털혁신기술국제공동연구사업 신규지원 대상과제 공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=004075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단,과학기술정보통신부 공고 제？2024？-？0064호,2024-02-01,2024-02-20 ~ 2024-03-05,2024년 한계돌파형 4대 차세대 이차전지 핵심원천기술개발사업 신규과제 공모,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=004076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단,NR_2024_017,2024-02-01,2024-02-01 ~ 2024-02-14,2024년도 바이오의료기술개발사업(미래감염병) 신규과제 접수(정책지정),https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=004077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,정보통신기획평가원,과학기술정보통신부 공고 제2024-0071호,2024-02-05,2024-03-07 ~ 2024-03-20,(수정 공고) 2024년도 정보통신방송혁신인재양성사업 1차 신규과제 공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=004078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
환경부,한국환경산업기술원,환경부 공고 제2024-108호,2024-02-06,2024-02-06 ~ 2024-02-16,2024년도 환경기술개발사업 신규과제 추진계획 재공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=004093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
산업통상자원부,한국산업기술진흥원,산업통상자원부 공고 제2024-093호,2024-02-05,2024-02-05 ~ 2024-03-07,2024년도 스케일업 기술사업화 프로그램 사업 공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=004094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,정보통신기획평가원,과학기술정보통신부 공고 제 2024-0144호,2024-02-19,2024-02-26 ~ 2024-03-19,2024년도 디지털분야글로벌연구지원 신규 지원과제 공고 ,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=004095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
국토교통부,국토교통과학기술진흥원,공고-국-제09호,2024-02-01,2024-02-08 ~ 2024-03-04,(공고-국-제09호) 2024년 국토교통 기술사업화를 위한 이어달리기사업 시행 공고(역량키움 유형),https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=004100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
국토교통부,국토교통과학기술진흥원,공고-국-제10호,2024-02-01,2024-02-08 ~ 2024-03-04,(공고-국-제10호) 2024년 국토교통 기술사업화를 위한 이어달리기사업 시행 공고(기술키움 유형),https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=004101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단,과학기술정보통신부 공고 제 2024 ？ 0091호,2024-02-05,2024-02-15 ~ 2024-03-07,2024년 나노 및 소재기술개발사업 신규과제 선정계획 2차(도전형/선도형/경쟁형) 공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=004102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단,과학기술정보통신부 공고 제 2024-0072호,2024-01-31,2024-02-15 ~ 2024-03-05,2024년도 상반기 나노·소재기술개발사업 신규과제 제1차 공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=004103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단,NR_2024_019,2024-02-05,2024-02-05 ~ 2024-02-15,2024년도 아태지역 과학기술협력사업 지정과제 공고(지정공모),https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=004105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단,과학기술정보통신부 공고 제？2024？？？0085호,2024-02-05,2024-02-14 ~ 2024-03-07,2024년도 미래원자력기술시설장비구축활용사업 신규과제 공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=004106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,과학기술사업화진흥원,과학기술정보통신부 공고 제2024？0077호 ,2024-02-02,2024-02-26 ~ 2024-03-18,2024년도 과학기술정보통신부 연구산업육성사업 시행 공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=004113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,과학기술사업화진흥원,CP_2024_002,2024-02-02,2024-02-02 ~ 2024-02-08,2024년도 산학연협력 기술창업법인육성사업 인큐베이팅 과제 신청 안내,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=004114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단,2024-87,2024-02-05,2024-02-14 ~ 2024-03-07,2024년도 소형모듈원자로 사용후핵연료 발생량저감 기술개발사업 신규과제 공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=004116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단,NR_2024_021,2024-01-12,2024-02-06 ~ 2024-02-15,2024년도 집단연구사업 후속신규과제 신규과제 공모,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=004117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단,2024-0086,2024-02-05,2024-02-14 ~ 2024-03-07,2024년도 민관합작 차세대원자로 개발 프로젝트 사업신규과제 공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=004133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
보건복지부,한국보건산업진흥원,KH_2024_008,2024-02-05,2024-02-05 ~ 2024-02-14,2024년도 장애인·노인 자립생활을 위한 보조기기 실용화 연구개발사업 지정과제(사업단 운영비) 공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=004134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단,NR_2024_023,2024-02-05,2024-02-13 ~ 2024-02-27,2024년 나노및소재기술개발사업 나노미래소재원천기술개발(도전형) 본연구 선정 과제 접수,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=004135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
중소벤처기업부,중소기업기술정보진흥원,중소벤처기업부 공고 제2024-115호,2024-02-15,2024-02-22 ~ 2024-03-18,2024년도 중소기업기술개발 지원사업 '산학연 Collabo R&amp;D사업(산연협력/예비연구)' 시행계획 공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=004136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,연구개발특구진흥재단,2024-0110,2024-02-07,2024-03-01 ~ 2024-03-11,[부산특구] 2024년도 지역혁신 실증 스케일업(일반),https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=004139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,연구개발특구진흥재단,2024-0110,2024-02-07,2024-02-29 ~ 2024-03-11,[대구특구] 2024년도 지역혁신 실증 스케일업(일반),https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=004140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,연구개발특구진흥재단,2024-0110,2024-02-07,2024-02-29 ~ 2024-03-11,[전북특구] 2024년도 지역혁신 실증 스케일업(일반),https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=004141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
